onetsoc_code,cip_code,match_strength,qualifier,note
47-4021.00,23.1304,0.90,,"seeded from ""Communication Studies"""
47-4021.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
47-4021.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
47-4031.00,14.1001,0.90,,"seeded from ""Electrical Engineering"""
47-4041.00,14.1401,0.94,,"seeded from ""Environmental Engineering"""
47-4041.00,26.0101,0.72,,"seeded from ""Biology"""
47-4041.00,40.0601,0.94,,"seeded from ""Applied Geology"""
47-4051.00,44.0701,0.93,,"seeded from ""Social Work"""
47-4061.00,30.7001,0.90,,"seeded from ""Data Science and Machine Learning"""
47-4071.00,23.1304,0.90,,"seeded from ""Communication Studies"""
47-4071.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
47-4071.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
47-4091.00,15.0613,0.90,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
47-4091.00,40.0801,0.90,,"seeded from ""Physics"""
47-4099.00,15.0201,0.77,,"seeded from ""Civil Engineering Technology"""
47-4099.00,15.0613,0.65,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
47-4099.00,52.2001,0.98,,"seeded from ""Construction Project Management"""
47-4099.03,03.0103,0.94,,"seeded from ""Environmental Sustainability"""
47-4099.03,03.0104,0.94,,"seeded from ""Environmental Science"""
47-4099.03,40.0601,0.72,,"seeded from ""Applied Geology"""
47-5011.00,23.1304,0.90,,"seeded from ""Communication Studies"""
47-5011.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
47-5011.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
47-5012.00,23.1304,0.90,,"seeded from ""Communication Studies"""
47-5012.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
47-5012.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
47-5013.00,23.1304,0.90,,"seeded from ""Communication Studies"""
47-5013.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
47-5013.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
47-5022.00,15.0613,0.72,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
47-5022.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
47-5022.00,40.0601,0.72,,"seeded from ""Applied Geology"""
47-5023.00,14.1401,0.90,,"seeded from ""Environmental Engineering"""
47-5023.00,15.0201,0.79,,"seeded from ""Civil Engineering Technology"""
47-5023.00,40.0601,0.98,,"seeded from ""Applied Geology"""
47-5023.00,52.2001,0.91,,"seeded from ""Construction Project Management"""
47-5032.00,15.0613,0.75,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
47-5032.00,40.0601,0.75,,"seeded from ""Applied Geology"""
47-5032.00,40.0801,0.75,,"seeded from ""Physics"""
47-5032.00,44.0701,0.85,,"seeded from ""Social Work"""
47-5032.00,52.0301,0.95,,"seeded from ""Accounting"""
47-5041.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
47-5041.00,40.0601,0.72,,"seeded from ""Applied Geology"""
47-5041.00,52.1201,0.72,,"seeded from ""Computer Information Systems"""
47-5043.00,15.0805,0.90,,"seeded from ""Mechanical Engineering Technology"""
47-5043.00,40.0601,0.90,,"seeded from ""Applied Geology"""
47-5044.00,14.1001,0.72,,"seeded from ""Electrical Engineering"""
47-5044.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
47-5044.00,40.0601,0.72,,"seeded from ""Applied Geology"""
47-5049.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
47-5049.00,40.0601,0.72,,"seeded from ""Applied Geology"""
47-5051.00,23.1304,0.90,,"seeded from ""Communication Studies"""
47-5051.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
47-5051.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
47-5071.00,14.1001,0.90,,"seeded from ""Electrical Engineering"""
47-5081.00,40.0601,0.89,,"seeded from ""Applied Geology"""
47-5081.00,44.0701,0.98,,"seeded from ""Social Work"""
47-5081.00,50.0702,0.72,,"seeded from ""Art"""
47-5099.00,44.0701,0.93,,"seeded from ""Social Work"""
49-1011.00,44.0701,0.90,,"seeded from ""Social Work"""
49-1011.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
49-2011.00,11.0701,0.98,,"seeded from ""Computer Science"""
49-2011.00,11.1003,0.98,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
49-2011.00,14.0901,0.98,,"seeded from ""Computer Engineering"""
49-2011.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
49-2011.00,52.1201,0.98,,"seeded from ""Computer Information Systems"""
49-2021.00,14.0901,0.94,,"seeded from ""Computer Engineering"""
49-2021.00,14.1001,0.94,,"seeded from ""Electrical Engineering"""
49-2021.00,29.0402,0.94,,"seeded from ""Aerospace Systems and Mission Design"""
49-2021.00,43.0202,0.94,,"seeded from ""Fire and Emergency Response Administration"""
49-2021.00,52.1201,0.94,,"seeded from ""Computer Information Systems"""
49-2022.00,09.0401,0.75,,"seeded from ""Journalism"""
49-2022.00,09.0402,0.75,,"seeded from ""Broadcast Journalism"""
49-2022.00,14.1001,0.75,,"seeded from ""Electrical Engineering"""
49-2022.00,23.1304,0.95,,"seeded from ""Communication Studies"""
49-2022.00,50.0401,0.75,,"seeded from ""Communication Design"""
49-2022.00,52.2001,0.75,,"seeded from ""Construction Project Management"""
49-2091.00,14.1001,0.97,,"seeded from ""Electrical Engineering"""
49-2091.00,29.0402,0.98,,"seeded from ""Aerospace Systems and Mission Design"""
49-2092.00,14.1001,0.90,,"seeded from ""Electrical Engineering"""
49-2093.00,14.0901,0.77,,"seeded from ""Computer Engineering"""
49-2093.00,14.1001,0.98,,"seeded from ""Electrical Engineering"""
49-2093.00,15.0613,0.65,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
49-2094.00,14.1001,0.98,,"seeded from ""Electrical Engineering"""
49-2094.00,15.0613,0.77,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
49-2094.00,50.0404,0.91,,"seeded from ""Industrial Design"""
49-2095.00,14.0901,0.77,,"seeded from ""Computer Engineering"""
49-2095.00,14.1001,0.98,,"seeded from ""Electrical Engineering"""
49-2095.00,15.0613,0.65,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
49-2096.00,09.0401,0.75,,"seeded from ""Journalism"""
49-2096.00,11.1003,0.75,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
49-2096.00,23.1304,0.95,,"seeded from ""Communication Studies"""
49-2096.00,43.0104,0.75,,"seeded from ""Criminal Justice and Criminology"""
49-2096.00,50.0401,0.75,,"seeded from ""Communication Design"""
49-2096.00,50.0901,0.75,,"seeded from ""Music"""
49-2097.00,09.0402,0.83,,"seeded from ""Broadcast Journalism"""
49-2097.00,09.0702,0.98,,"seeded from ""Media Production and Leadership"""
49-2097.00,10.0105,0.98,,"seeded from ""Video Production"""
49-2097.00,50.0901,0.83,,"seeded from ""Music"""
49-2098.00,43.0104,0.77,,"seeded from ""Criminal Justice and Criminology"""
49-2098.00,43.0202,0.98,,"seeded from ""Fire and Emergency Response Administration"""
49-2098.00,44.0701,0.77,,"seeded from ""Social Work"""
49-3011.00,29.0402,0.94,,"seeded from ""Aerospace Systems and Mission Design"""
49-3021.00,23.1304,0.90,,"seeded from ""Communication Studies"""
49-3021.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
49-3021.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
49-3022.00,23.1304,0.90,,"seeded from ""Communication Studies"""
49-3022.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
49-3022.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
49-3023.00,23.1304,0.90,,"seeded from ""Communication Studies"""
49-3023.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
49-3023.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
49-3031.00,13.1001,0.93,,"seeded from ""Special Education"""
49-3041.00,15.0805,0.90,,"seeded from ""Mechanical Engineering Technology"""
49-3042.00,15.0201,0.83,,"seeded from ""Civil Engineering Technology"""
49-3042.00,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
49-3042.00,40.0601,0.83,,"seeded from ""Applied Geology"""
49-3042.00,52.2001,0.98,,"seeded from ""Construction Project Management"""
49-3043.00,23.1304,0.90,,"seeded from ""Communication Studies"""
49-3043.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
49-3043.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
49-3051.00,14.1001,0.98,,"seeded from ""Electrical Engineering"""
49-3051.00,15.0201,0.78,,"seeded from ""Civil Engineering Technology"""
49-3051.00,15.0613,0.78,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
49-3051.00,15.0613,0.78,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
49-3051.00,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
49-3051.00,29.0402,0.78,,"seeded from ""Aerospace Systems and Mission Design"""
49-3052.00,23.1304,0.90,,"seeded from ""Communication Studies"""
49-3052.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
49-3052.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
49-3053.00,14.1001,0.90,,"seeded from ""Electrical Engineering"""
49-3091.00,23.1304,0.90,,"seeded from ""Communication Studies"""
49-3091.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
49-3091.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
49-3092.00,14.1001,0.98,,"seeded from ""Electrical Engineering"""
49-3092.00,15.0201,0.78,,"seeded from ""Civil Engineering Technology"""
49-3092.00,15.0613,0.78,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
49-3092.00,15.0613,0.78,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
49-3092.00,15.0805,0.78,,"seeded from ""Mechanical Engineering Technology"""
49-3092.00,29.0402,0.78,,"seeded from ""Aerospace Systems and Mission Design"""
49-3093.00,23.1304,0.90,,"seeded from ""Communication Studies"""
49-3093.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
49-3093.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
49-9011.00,15.0613,0.65,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
49-9011.00,15.0613,0.65,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
49-9011.00,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
49-9012.00,15.0613,0.65,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
49-9012.00,15.0613,0.65,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
49-9012.00,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
49-9021.00,15.0805,0.90,,"seeded from ""Mechanical Engineering Technology"""
49-9031.00,23.1304,0.90,,"seeded from ""Communication Studies"""
49-9031.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
49-9031.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
49-9041.00,15.0613,0.86,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
49-9041.00,15.0613,0.86,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
49-9041.00,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
49-9041.00,50.0404,0.90,,"seeded from ""Industrial Design"""
49-9043.00,15.0805,0.80,,"seeded from ""Mechanical Engineering Technology"""
49-9043.00,30.7001,0.93,,"seeded from ""Data Science and Machine Learning"""
49-9043.00,44.0701,0.93,,"seeded from ""Social Work"""
49-9044.00,15.0805,0.90,,"seeded from ""Mechanical Engineering Technology"""
49-9045.00,15.0613,0.90,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
49-9045.00,40.0801,0.90,,"seeded from ""Physics"""
49-9051.00,14.1001,0.98,,"seeded from ""Electrical Engineering"""
49-9051.00,15.0613,0.64,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
49-9051.00,15.0613,0.64,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
49-9052.00,14.1001,0.90,,"seeded from ""Electrical Engineering"""
49-9052.00,40.0801,0.90,,"seeded from ""Physics"""
49-9061.00,09.0702,0.76,,"seeded from ""Media Production and Leadership"""
49-9061.00,10.0105,0.93,,"seeded from ""Video Production"""
49-9062.00,51.0701,0.72,"Aging Services Leadership Major, B.S.","seeded from ""Aging Services Leadership""; CIP shared"
49-9062.00,51.3399,0.94,,"resolved from ""Integrative Health Care"""
49-9063.00,13.1312,0.93,,"seeded from ""Music Education"""
49-9063.00,50.0901,0.93,,"seeded from ""Music"""
49-9064.00,15.0613,0.68,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
49-9064.00,15.0613,0.68,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
49-9064.00,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
49-9069.00,23.1304,0.90,,"seeded from ""Communication Studies"""
49-9069.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
49-9069.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
49-9071.00,14.1001,0.90,,"seeded from ""Electrical Engineering"""
49-9071.00,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
49-9071.00,52.2001,0.78,,"seeded from ""Construction Project Management"""
49-9081.00,14.1001,0.98,,"seeded from ""Electrical Engineering"""
49-9081.00,15.0201,0.78,,"seeded from ""Civil Engineering Technology"""
49-9081.00,15.0613,0.78,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
49-9081.00,15.0613,0.78,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
49-9081.00,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
49-9081.00,29.0402,0.78,,"seeded from ""Aerospace Systems and Mission Design"""
49-9091.00,09.0702,0.83,,"seeded from ""Media Production and Leadership"""
49-9091.00,10.0105,0.98,,"seeded from ""Video Production"""
49-9092.00,14.1401,0.94,,"seeded from ""Environmental Engineering"""
49-9092.00,26.0101,0.72,,"seeded from ""Biology"""
49-9092.00,40.0601,0.72,,"seeded from ""Applied Geology"""
49-9094.00,23.1304,0.90,,"seeded from ""Communication Studies"""
49-9094.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
49-9094.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
49-9095.00,52.2001,0.90,,"seeded from ""Construction Project Management"""
49-9096.00,15.0201,0.83,,"seeded from ""Civil Engineering Technology"""
49-9096.00,15.0613,0.98,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
49-9096.00,15.0613,0.98,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
49-9096.00,15.0805,0.83,,"seeded from ""Mechanical Engineering Technology"""
49-9096.00,52.2001,0.98,,"seeded from ""Construction Project Management"""
49-9097.00,23.1304,0.90,,"seeded from ""Communication Studies"""
49-9097.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
49-9097.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
49-9098.00,14.1001,0.86,,"seeded from ""Electrical Engineering"""
49-9098.00,15.0613,0.86,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
49-9098.00,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
49-9099.00,44.0701,0.93,,"seeded from ""Social Work"""
49-9099.01,09.0908,0.90,,"seeded from ""Technical Writing and Editing"""
49-9099.01,14.1001,0.90,,"seeded from ""Electrical Engineering"""
51-1011.00,09.0702,0.89,,"seeded from ""Media Production and Leadership"""
51-1011.00,10.0105,0.98,,"seeded from ""Video Production"""
51-1011.00,15.0613,0.82,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-1011.00,44.0701,0.89,,"seeded from ""Social Work"""
51-2011.00,29.0402,0.98,,"seeded from ""Aerospace Systems and Mission Design"""
51-2021.00,14.1001,0.98,,"seeded from ""Electrical Engineering"""
51-2021.00,15.0613,0.68,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-2021.00,15.0613,0.68,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-2022.00,14.0901,0.77,,"seeded from ""Computer Engineering"""
51-2022.00,14.1001,0.98,,"seeded from ""Electrical Engineering"""
51-2022.00,15.0613,0.77,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-2023.00,15.0613,0.90,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-2031.00,15.0201,0.78,,"seeded from ""Civil Engineering Technology"""
51-2031.00,15.0613,0.98,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-2031.00,15.0613,0.90,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-2031.00,15.0805,0.78,,"seeded from ""Mechanical Engineering Technology"""
51-2031.00,52.2001,0.90,,"seeded from ""Construction Project Management"""
51-2041.00,15.0201,0.90,,"seeded from ""Civil Engineering Technology"""
51-2051.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-2051.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-2051.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-2061.00,14.1001,0.98,,"seeded from ""Electrical Engineering"""
51-2061.00,15.0613,0.83,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-2061.00,15.0613,0.68,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-2092.00,52.0201,0.94,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-2092.00,52.0201,0.94,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-2092.00,52.0301,0.72,,"seeded from ""Accounting"""
51-2099.00,15.0613,0.90,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-3011.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-3011.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-3011.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-3021.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-3021.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-3021.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-3022.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-3022.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-3022.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-3023.00,52.0301,0.68,,"seeded from ""Accounting"""
51-3023.00,52.1401,0.98,,"seeded from ""Marketing"""
51-3023.00,52.1804,0.83,,"seeded from ""Professional Selling"""
51-3091.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-3092.00,15.0613,0.98,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-3092.00,15.0613,0.98,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-3092.00,15.0805,0.83,,"seeded from ""Mechanical Engineering Technology"""
51-3093.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-3099.00,44.0701,0.93,,"seeded from ""Social Work"""
51-4021.00,15.0201,0.72,,"seeded from ""Civil Engineering Technology"""
51-4021.00,15.0613,0.72,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-4021.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-4022.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-4023.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-4031.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-4032.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-4032.00,44.0701,0.72,,"seeded from ""Social Work"""
51-4033.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-4033.00,44.0701,0.72,,"seeded from ""Social Work"""
51-4034.00,15.0613,0.72,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-4034.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-4034.00,40.0801,0.72,,"seeded from ""Physics"""
51-4035.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-4035.00,44.0701,0.72,,"seeded from ""Social Work"""
51-4041.00,15.0613,0.98,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-4041.00,15.0613,0.83,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-4041.00,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
51-4041.00,27.0101,0.83,,"seeded from ""Mathematics"""
51-4041.00,50.0404,0.83,,"seeded from ""Industrial Design"""
51-4051.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-4051.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-4051.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-4052.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-4052.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-4052.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-4061.00,30.7001,0.71,,"seeded from ""Data Science and Machine Learning"""
51-4061.00,50.0404,0.98,,"seeded from ""Industrial Design"""
51-4062.00,30.7001,0.90,,"seeded from ""Data Science and Machine Learning"""
51-4071.00,09.0702,0.75,,"seeded from ""Media Production and Leadership"""
51-4071.00,10.0105,0.95,,"seeded from ""Video Production"""
51-4071.00,15.0613,0.75,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-4071.00,15.0613,0.75,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-4072.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-4081.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-4111.00,15.0613,0.90,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-4111.00,30.7001,0.90,,"seeded from ""Data Science and Machine Learning"""
51-4121.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-4121.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-4121.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-4122.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-4191.00,30.7001,0.90,,"seeded from ""Data Science and Machine Learning"""
51-4192.00,15.0201,0.80,,"seeded from ""Civil Engineering Technology"""
51-4192.00,30.7001,0.80,,"seeded from ""Data Science and Machine Learning"""
51-4192.00,44.0701,0.93,,"seeded from ""Social Work"""
51-4193.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-4194.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-4194.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-4194.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-4199.00,44.0701,0.93,,"seeded from ""Social Work"""
51-5111.00,44.0701,0.93,,"seeded from ""Social Work"""
51-5111.00,50.0401,0.80,,"seeded from ""Communication Design"""
51-5111.00,50.0702,0.80,,"seeded from ""Art"""
51-5112.00,30.7001,0.90,,"seeded from ""Data Science and Machine Learning"""
51-5113.00,30.7001,0.80,,"seeded from ""Data Science and Machine Learning"""
51-5113.00,44.0701,0.93,,"seeded from ""Social Work"""
51-6011.00,15.0613,0.94,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-6011.00,15.0613,0.94,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-6011.00,50.0404,0.94,,"seeded from ""Industrial Design"""
51-6021.00,15.0613,0.90,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-6021.00,30.7001,0.90,,"seeded from ""Data Science and Machine Learning"""
51-6021.00,40.0801,0.90,,"seeded from ""Physics"""
51-6031.00,52.0201,0.94,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-6031.00,52.0299,0.94,"Operations Management Major, B.S.","seeded from ""Operations Management""; CIP shared"
51-6031.00,52.0301,0.72,,"seeded from ""Accounting"""
51-6041.00,44.0701,0.93,,"seeded from ""Social Work"""
51-6042.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-6051.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-6051.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-6051.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-6052.00,50.0404,0.94,,"seeded from ""Industrial Design"""
51-6052.00,50.0702,0.72,,"seeded from ""Art"""
51-6052.00,50.0703,0.72,,"seeded from ""Art History, Theory, and Criticism"""
51-6061.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-6062.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-6063.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
